"KEYWORDS_PERFORMANCE_REPORT (Apr 1, 2022-Apr 30, 2022)"
Keyword,Keyword ID,Impressions,Clicks,Cost,Conversions,CTR,Day,First page CPC,First position CPC
folding carton boxes,2101448925,2,0,0,0.00,0.00%,2022-04-28,0, --
branded coffee cups,1213529396,1,0,0,0.00,0.00%,2022-04-29,0, --
take away boxes for food,315083797573,2,0,0,0.00,0.00%,2022-04-29,0, --
custom label printer,17133296,11,0,0,0.00,0.00%,2022-04-29,0, --
custom packaging tape,1156218702,1,0,0,0.00,0.00%,2022-04-29,0, --
poly mailer bags,711181765,3,0,0,0.00,0.00%,2022-04-29,0, --
custom coffee mugs,24172830,4,0,0,0.00,0.00%,2022-04-30,0, --
personalized mugs bulk,294737484856,11,0,0,0.00,0.00%,2022-04-30,0, --
custom label printer,17133296,3,0,0,0.00,0.00%,2022-04-30,0, --
sticker making companies,2344841677,2,0,0,0.00,0.00%,2022-04-30,0, --
custom poly bags,28539052,3,0,0,0.00,0.00%,2022-04-30,0, --
custom packaging materials,297375217560,1,0,0,0.00,0.00%,2022-04-30,0, --
mug design,363833236,17,0,0,0.00,0.00%,2022-04-01,0, --
custom large coffee mugs,1493790223,1,0,0,0.00,0.00%,2022-04-01,0, --
take out supplies,301620483031,2,0,0,0.00,0.00%,2022-04-01,0, --
best sticker printing,14424630649,7,0,0,0.00,0.00%,2022-04-01,0, --
personalised tape,297641209911,1,0,0,0.00,0.00%,2022-04-01,0, --
small plastic cup,305572345171,3,0,0,0.00,0.00%,2022-04-02,0, --
custom label printer,17133296,6,0,0,0.00,0.00%,2022-04-02,0, --
label stickers for printing,296964536563,5,0,0,0.00,0.00%,2022-04-02,0, --
personalized plastic bags,151615763,3,0,0,0.00,0.00%,2022-04-02,0, --
paper mailers,295633673426,1,0,0,0.00,0.00%,2022-04-02,0, --
poly mailer bags,711181765,4,1,1040000,1.00,25.00%,2022-04-02,0, --
paper take out bags,5974627366,2,0,0,0.00,0.00%,2022-04-03,0, --
mug design,363833236,30,0,0,0.00,0.00%,2022-04-03,0, --
sticker making companies,2344841677,2,0,0,0.00,0.00%,2022-04-03,0, --
personalised tape,297641209911,3,0,0,0.00,0.00%,2022-04-03,0, --
food service paper,296134542139,2,0,0,0.00,0.00%,2022-04-04,0, --
mug design,363833236,33,0,0,0.00,0.00%,2022-04-04,0, --
branded coffee cups,1213529396,3,0,0,0.00,0.00%,2022-04-04,0, --
take away boxes for food,315083797573,6,1,1010000,1.00,16.67%,2022-04-04,0, --
a label printer,337153513096,10,0,0,0.00,0.00%,2022-04-04,0, --
custom poly bags,28539052,11,2,2070000,2.00,18.18%,2022-04-04,0, --
personalized plastic bags,151615763,1,0,0,0.00,0.00%,2022-04-04,0, --
folding carton boxes,2101448925,4,1,1000000,1.00,25.00%,2022-04-04,0, --
food paper supply,375655997496,7,0,0,0.00,0.00%,2022-04-05,0, --
branded coffee cups,1213529396,1,0,0,0.00,0.00%,2022-04-05,0, --
label and sticker printer,355501746709,5,0,0,0.00,0.00%,2022-04-05,0, --
food paper supply,375655997496,6,0,0,0.00,0.00%,2022-04-06,0, --
custom printed shot glasses,630153869,2,1,720000,1.00,50.00%,2022-04-06,0, --
print my stickers,297174817111,8,0,0,0.00,0.00%,2022-04-18,0, --
moving boxes,10044880,5,0,0,0.00,0.00%,2022-04-18,0, --
print packaging,88772150,5,0,0,0.00,0.00%,2022-04-18,0, --
custom retail box,320363852594,3,0,0,0.00,0.00%,2022-04-18,0, --
custom packaging plastic bags,447288118765,1,0,0,0.00,0.00%,2022-04-18,0, --
custom coffee cups with logo,298292940217,2,0,0,0.00,0.00%,2022-04-19,0, --
stickers & labels,296683494605,16,1,1110000,1.00,6.25%,2022-04-19,0, --
kraft paper mailers,319827317674,1,0,0,0.00,0.00%,2022-04-19,0, --
personalized mugs,11356761,11,0,0,0.00,0.00%,2022-04-20,0, --
branded insulated bags,361025871257,13,0,0,0.00,0.00%,2022-04-20,0, --
takeout box,302055261337,2,0,0,0.00,0.00%,2022-04-20,0, --
print my stickers,297174817111,10,0,0,0.00,0.00%,2022-04-20,0, --
business custom stickers,920582745556,3,0,0,0.00,0.00%,2022-04-20,0, --
custom mailer boxes,296653021330,2,1,1010000,1.00,50.00%,2022-04-20,0, --
custom printed wax paper,26500576674,6,1,730000,1.00,16.67%,2022-04-21,0, --
promotional insulated bags,848300186,1,0,0,0.00,0.00%,2022-04-21,0, --
food delivery packaging,488258604672,3,0,0,0.00,0.00%,2022-04-21,0, --
custom printed tapes,49554488,1,0,0,0.00,0.00%,2022-04-21,0, --
personalized coffee cups,31901060,2,0,0,0.00,0.00%,2022-04-22,0, --
eco food packaging,3194684424,2,0,0,0.00,0.00%,2022-04-22,0, --
take away food containers,295454068230,2,0,0,0.00,0.00%,2022-04-22,0, --
create your own label,298365297581,23,0,0,0.00,0.00%,2022-04-22,0, --
print your label,430209791984,3,0,0,0.00,0.00%,2022-04-22,0, --
biodegradable mailing bags,6299271341,1,0,0,0.00,0.00%,2022-04-22,0, --
promotional coffee cups,25594531,2,0,0,0.00,0.00%,2022-04-24,0, --
food delivery packaging,488258604672,8,1,820000,1.00,12.50%,2022-04-24,0, --
printed labels,19311201,1,0,0,0.00,0.00%,2022-04-24,0, --
logo on mugs,593849120,23,0,0,0.00,0.00%,2022-04-25,0, --
take away food containers,295454068230,3,0,0,0.00,0.00%,2022-04-25,0, --
eco friendly disposable food containers,296639494240,3,0,0,0.00,0.00%,2022-04-25,0, --
kraft paper mailers,319827317674,3,0,0,0.00,0.00%,2022-04-25,0, --
custom printed mugs,10034156,3,0,0,0.00,0.00%,2022-04-26,0, --
imprinted mugs,10973091,1,0,0,0.00,0.00%,2022-04-26,0, --
personalized mugs,11356761,13,1,810000,1.00,7.69%,2022-04-26,0, --
mug printing,12187430,4,0,0,0.00,0.00%,2022-04-26,0, --
personalized coffee cups,31901060,1,0,0,0.00,0.00%,2022-04-27,0, --
buy plastic cups in bulk,12489367281,6,0,0,0.00,0.00%,2022-04-27,0, --
eco food packaging,3194684424,5,0,0,0.00,0.00%,2022-04-27,0, --
eco friendly disposable food containers,296639494240,4,0,0,0.00,0.00%,2022-04-27,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-27,0, --
branded plastic bags,296029172119,1,0,0,0.00,0.00%,2022-04-27,0, --
packing boxes bulk,331775864044,1,0,0,0.00,0.00%,2022-04-27,0, --
bubble mailers,10220801,5,0,0,0.00,0.00%,2022-04-27,0, --
cups printed,43545360,2,0,0,0.00,0.00%,2022-04-28,0, --
takeout box,302055261337,2,0,0,0.00,0.00%,2022-04-28,0, --
restaurant paper supplies,298994669480,2,1,510000,1.00,50.00%,2022-04-29,0, --
imprinted mugs,10973091,3,0,0,0.00,0.00%,2022-04-29,0, --
promotional coffee cups,25594531,2,0,0,0.00,0.00%,2022-04-29,0, --
custom printed wax paper,26500576674,2,0,0,0.00,0.00%,2022-04-30,0, --
restaurant paper supplies,298994669480,2,0,0,0.00,0.00%,2022-04-30,0, --
cups printed,43545360,1,0,0,0.00,0.00%,2022-04-30,0, --
mug printing,12187430,12,0,0,0.00,0.00%,2022-04-01,0, --
cups printed,43545360,1,0,0,0.00,0.00%,2022-04-02,0, --
business custom stickers,920582745556,9,0,0,0.00,0.00%,2022-04-02,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-02,0, --
custom mugs cheap,296600967963,3,0,0,0.00,0.00%,2022-04-03,0, --
takeout box,302055261337,3,0,0,0.00,0.00%,2022-04-03,0, --
shipping packaging bags,337415397761,3,0,0,0.00,0.00%,2022-04-03,0, --
custom shipping mailers,331078507421,2,0,0,0.00,0.00%,2022-04-03,0, --
custom printed mugs,10034156,7,0,0,0.00,0.00%,2022-04-04,0, --
stickers & labels,296683494605,22,0,0,0.00,0.00%,2022-04-04,0, --
personalised greaseproof paper,300821878787,1,0,0,0.00,0.00%,2022-04-05,0, --
eco food packaging,3194684424,8,0,0,0.00,0.00%,2022-04-05,0, --
print packaging,88772150,6,0,0,0.00,0.00%,2022-04-05,0, --
custom retail box,320363852594,2,0,0,0.00,0.00%,2022-04-05,0, --
bubble mailers,10220801,4,0,0,0.00,0.00%,2022-04-05,0, --
personalised greaseproof paper,300821878787,2,0,0,0.00,0.00%,2022-04-06,0, --
custom mugs cheap,296600967963,6,0,0,0.00,0.00%,2022-04-06,0, --
custom printed food boxes,320363852154,3,0,0,0.00,0.00%,2022-04-06,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-06,0, --
biodegradable mailing bags,6299271341,2,1,1040000,1.00,50.00%,2022-04-06,0, --
eco friendly packaging supplies,298190654319,1,0,0,0.00,0.00%,2022-04-06,0, --
restaurant paper supplies,298994669480,1,0,0,0.00,0.00%,2022-04-07,0, --
personalized mugs,11356761,10,0,0,0.00,0.00%,2022-04-07,0, --
logo on mugs,593849120,15,0,0,0.00,0.00%,2022-04-07,0, --
custom coffee cups with logo,298292940217,2,0,0,0.00,0.00%,2022-04-07,0, --
chinese food box,332073835,1,0,0,0.00,0.00%,2022-04-07,0, --
custom printed tapes,49554488,2,1,1060000,2.00,50.00%,2022-04-07,0, --
custom printed mugs,10034156,4,1,760000,1.00,25.00%,2022-04-08,0, --
imprinted mugs,10973091,15,0,0,0.00,0.00%,2022-04-08,0, --
personalized mugs,11356761,5,1,750000,1.00,20.00%,2022-04-08,0, --
promotional coffee mugs with logo,6376501572,1,0,0,0.00,0.00%,2022-04-08,0, --
disposable plastic food containers wholesale,296639493760,2,0,0,0.00,0.00%,2022-04-08,0, --
custom coffee cups with logo,298292940217,1,0,0,0.00,0.00%,2022-04-09,0, --
custom food containers,1227438514,7,0,0,0.00,0.00%,2022-04-09,0, --
biodegradable mailing bags,6299271341,3,0,0,0.00,0.00%,2022-04-09,0, --
cups printed,43545360,5,0,0,0.00,0.00%,2022-04-10,0, --
custom coffee cups with logo,298292940217,7,0,0,0.00,0.00%,2022-04-10,0, --
moving boxes,10044880,3,0,0,0.00,0.00%,2022-04-10,0, --
custom mailer boxes,296653021330,1,0,0,0.00,0.00%,2022-04-10,0, --
custom retail box,320363852594,4,1,1020000,1.00,25.00%,2022-04-10,0, --
order custom size boxes,376148674052,1,0,0,0.00,0.00%,2022-04-10,0, --
custom printed wax paper,26500576674,1,0,0,0.00,0.00%,2022-04-11,0, --
printed poly bag,12618810,2,0,0,0.00,0.00%,2022-04-11,0, --
printed labels,19311201,16,0,0,0.00,0.00%,2022-04-11,0, --
print my stickers,297174817111,11,0,0,0.00,0.00%,2022-04-11,0, --
biodegradable package,333860712404,4,0,0,0.00,0.00%,2022-04-11,0, --
personalized coffee cups,31901060,4,0,0,0.00,0.00%,2022-04-12,0, --
logo printed paper cups,346491059922,1,0,0,0.00,0.00%,2022-04-12,0, --
print my stickers,297174817111,9,0,0,0.00,0.00%,2022-04-12,0, --
polythene recycling,297847537581,2,0,0,0.00,0.00%,2022-04-12,0, --
biodegradable package,333860712404,3,0,0,0.00,0.00%,2022-04-12,0, --
imprinted mugs,10973091,13,0,0,0.00,0.00%,2022-04-13,0, --
custom mugs cheap,296600967963,3,0,0,0.00,0.00%,2022-04-13,0, --
eco friendly disposable food containers,296639494240,10,0,0,0.00,0.00%,2022-04-13,0, --
stickers & labels,296683494605,12,0,0,0.00,0.00%,2022-04-13,0, --
poly bag company,2084724867,1,0,0,0.00,0.00%,2022-04-13,0, --
personalized travel mugs,21718273,3,0,0,0.00,0.00%,2022-04-14,0, --
custom food containers,1227438514,13,1,860000,1.00,7.69%,2022-04-14,0, --
custom printed tapes,49554488,9,0,0,0.00,0.00%,2022-04-14,0, --
personalised greaseproof paper,300821878787,2,1,720000,1.00,50.00%,2022-04-15,0, --
custom sandwich wrap paper,314704091198,1,0,0,0.00,0.00%,2022-04-15,0, --
eco friendly disposable food containers,296639494240,3,1,580000,1.00,33.33%,2022-04-15,0, --
takeout box,302055261337,2,0,0,0.00,0.00%,2022-04-15,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-15,0, --
shipping bubble mailers,295290327342,2,0,0,0.00,0.00%,2022-04-15,0, --
custom printed tapes,49554488,2,0,0,0.00,0.00%,2022-04-16,0, --
create your own label,298365297581,13,0,0,0.00,0.00%,2022-04-16,0, --
packing boxes bulk,331775864044,1,0,0,0.00,0.00%,2022-04-16,0, --
mug printing,12187430,6,0,0,0.00,0.00%,2022-04-17,0, --
company branded mugs,350936339727,1,0,0,0.00,0.00%,2022-04-17,0, --
custom printed food boxes,320363852154,1,0,0,0.00,0.00%,2022-04-17,0, --
stickers & labels,296683494605,12,2,1970000,2.00,16.67%,2022-04-17,0, --
custom brand boxes,368448617922,1,0,0,0.00,0.00%,2022-04-17,0, --
custom sandwich wrap paper,314704091198,3,0,0,0.00,0.00%,2022-04-18,0, --
promotional coffee cups,25594531,2,0,0,0.00,0.00%,2022-04-18,0, --
customized cups,39151990,4,0,0,0.00,0.00%,2022-04-18,0, --
promotional insulated lunch bags,1098426185,1,0,0,0.00,0.00%,2022-04-18,0, --
get custom stickers printed,317215415038,2,0,0,0.00,0.00%,2022-04-18,0, --
takeout box,302055261337,3,0,0,0.00,0.00%,2022-04-19,0, --
custom packaging boxes,827037725,2,0,0,0.00,0.00%,2022-04-19,0, --
custom carton packaging,295569166926,1,0,0,0.00,0.00%,2022-04-19,0, --
eco poly bags,311909154875,1,0,0,0.00,0.00%,2022-04-20,0, --
bubble mailers,10220801,1,0,0,0.00,0.00%,2022-04-20,0, --
company branded mugs,350936339727,1,0,0,0.00,0.00%,2022-04-21,0, --
bubble mailers,10220801,2,0,0,0.00,0.00%,2022-04-21,0, --
shipping bubble mailers,295290327342,4,0,0,0.00,0.00%,2022-04-21,0, --
personalised greaseproof paper,300821878787,2,0,0,0.00,0.00%,2022-04-22,0, --
personalized coffee mugs,15024350,3,1,890000,1.00,33.33%,2022-04-22,0, --
chinese food containers,295240379026,1,0,0,0.00,0.00%,2022-04-22,0, --
environmental bags,1276982299,1,0,0,0.00,0.00%,2022-04-22,0, --
brown take out bags,309824840520,1,0,0,0.00,0.00%,2022-04-23,0, --
custom printed wax paper,26500576674,8,1,820000,1.00,12.50%,2022-04-23,0, --
mug printing,12187430,7,0,0,0.00,0.00%,2022-04-23,0, --
customized cups,39151990,4,0,0,0.00,0.00%,2022-04-23,0, --
chinese food containers,295240379026,4,0,0,0.00,0.00%,2022-04-23,0, --
takeout box,302055261337,5,0,0,0.00,0.00%,2022-04-23,0, --
stickers & labels,296683494605,4,0,0,0.00,0.00%,2022-04-23,0, --
customized cups,39151990,6,0,0,0.00,0.00%,2022-04-24,0, --
custom food containers,1227438514,14,0,0,0.00,0.00%,2022-04-24,0, --
shipping bubble mailers,295290327342,1,0,0,0.00,0.00%,2022-04-24,0, --
create your own mug,380046387,5,0,0,0.00,0.00%,2022-04-25,0, --
printed poly bag,12618810,2,0,0,0.00,0.00%,2022-04-25,0, --
takeout box,302055261337,8,0,0,0.00,0.00%,2022-04-25,0, --
branded plastic bags,296029172119,1,0,0,0.00,0.00%,2022-04-25,0, --
moving boxes,10044880,6,0,0,0.00,0.00%,2022-04-25,0, --
custom retail box,320363852594,3,0,0,0.00,0.00%,2022-04-25,0, --
custom sandwich wrap paper,314704091198,3,0,0,0.00,0.00%,2022-04-26,0, --
customized cups,39151990,4,0,0,0.00,0.00%,2022-04-26,0, --
logo on mugs,593849120,7,0,0,0.00,0.00%,2022-04-26,0, --
buy plastic cups in bulk,12489367281,3,0,0,0.00,0.00%,2022-04-26,0, --
branded insulated bags,361025871257,8,0,0,0.00,0.00%,2022-04-26,0, --
chinese food containers,295240379026,2,0,0,0.00,0.00%,2022-04-26,0, --
printed labels,19311201,12,0,0,0.00,0.00%,2022-04-26,0, --
eco product packaging,304628092292,2,1,1180000,1.00,50.00%,2022-04-26,0, --
custom shipping mailers,331078507421,2,0,0,0.00,0.00%,2022-04-26,0, --
custom packaging plastic bags,447288118765,1,0,0,0.00,0.00%,2022-04-26,0, --
branded insulated bags,361025871257,4,0,0,0.00,0.00%,2022-04-27,0, --
take away food packaging supplies,296639504800,2,0,0,0.00,0.00%,2022-04-27,0, --
food delivery packaging,488258604672,4,0,0,0.00,0.00%,2022-04-27,0, --
shipping packaging bags,337415397761,2,0,0,0.00,0.00%,2022-04-27,0, --
custom retail box,320363852594,1,0,0,0.00,0.00%,2022-04-27,0, --
buy plastic cups in bulk,12489367281,2,0,0,0.00,0.00%,2022-04-28,0, --
custom printed tapes,49554488,2,0,0,0.00,0.00%,2022-04-28,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-28,0, --
shipping bubble mailers,295290327342,1,0,0,0.00,0.00%,2022-04-28,0, --
custom printed mugs,10034156,1,0,0,0.00,0.00%,2022-04-29,0, --
personalized coffee cups,31901060,1,0,0,0.00,0.00%,2022-04-29,0, --
takeout box,302055261337,1,0,0,0.00,0.00%,2022-04-29,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-29,0, --
create your own mug,380046387,6,0,0,0.00,0.00%,2022-04-30,0, --
custom printed lunch bags,299278316588,1,0,0,0.00,0.00%,2022-04-30,0, --
shipping packaging bags,337415397761,2,0,0,0.00,0.00%,2022-04-30,0, --
custom printed mugs,10034156,10,1,630000,1.00,10.00%,2022-04-01,0, --
personalized travel mugs,21718273,1,0,0,0.00,0.00%,2022-04-01,0, --
personalized coffee cups,31901060,2,0,0,0.00,0.00%,2022-04-01,0, --
branded insulated bags,361025871257,3,0,0,0.00,0.00%,2022-04-01,0, --
custom packaging boxes,827037725,2,0,0,0.00,0.00%,2022-04-01,0, --
eco product packaging,304628092292,2,0,0,0.00,0.00%,2022-04-01,0, --
personalized coffee mugs,15024350,2,0,0,0.00,0.00%,2022-04-02,0, --
printed labels,19311201,9,0,0,0.00,0.00%,2022-04-02,0, --
bubble mailers,10220801,2,0,0,0.00,0.00%,2022-04-02,0, --
customized cups,39151990,13,0,0,0.00,0.00%,2022-04-03,0, --
buy plastic cups in bulk,12489367281,4,0,0,0.00,0.00%,2022-04-03,0, --
company branded mugs,350936339727,4,0,0,0.00,0.00%,2022-04-03,0, --
take out packaging,297414919086,1,0,0,0.00,0.00%,2022-04-03,0, --
branded insulated bags,361025871257,6,0,0,0.00,0.00%,2022-04-03,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-03,0, --
biodegradable mailing bags,6299271341,1,0,0,0.00,0.00%,2022-04-03,0, --
create your own mug,380046387,6,0,0,0.00,0.00%,2022-04-04,0, --
printed labels,19311201,7,1,1030000,0.00,14.29%,2022-04-04,0, --
branded plastic bags,296029172119,2,0,0,0.00,0.00%,2022-04-04,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-04,0, --
bubble mailers,10220801,3,0,0,0.00,0.00%,2022-04-04,0, --
custom shipping mailers,331078507421,1,0,0,0.00,0.00%,2022-04-04,0, --
promotional coffee cups,25594531,1,0,0,0.00,0.00%,2022-04-05,0, --
custom food containers,1227438514,10,0,0,0.00,0.00%,2022-04-05,0, --
custom printed food boxes,320363852154,2,0,0,0.00,0.00%,2022-04-05,0, --
environmental bags,1276982299,6,1,980000,1.00,16.67%,2022-04-05,0, --
custom carton packaging,295569166926,1,0,0,0.00,0.00%,2022-04-05,0, --
promotional coffee cups,25594531,1,0,0,0.00,0.00%,2022-04-06,0, --
print your label,430209791984,7,0,0,0.00,0.00%,2022-04-06,0, --
polythene recycling,297847537581,3,0,0,0.00,0.00%,2022-04-06,0, --
branded food paper,886343279264,1,0,0,0.00,0.00%,2022-04-07,0, --
create your own mug,380046387,10,0,0,0.00,0.00%,2022-04-07,0, --
logo printed paper cups,346491059922,1,0,0,0.00,0.00%,2022-04-07,0, --
business custom stickers,920582745556,3,0,0,0.00,0.00%,2022-04-07,0, --
poly bag company,2084724867,1,0,0,0.00,0.00%,2022-04-07,0, --
shipping packaging bags,337415397761,4,1,1080000,1.00,25.00%,2022-04-07,0, --
bubble mailers,10220801,3,0,0,0.00,0.00%,2022-04-07,0, --
shipping bubble mailers,295290327342,3,0,0,0.00,0.00%,2022-04-07,0, --
custom packaging plastic bags,447288118765,1,0,0,0.00,0.00%,2022-04-07,0, --
promotional lunch boxes,301521619652,20,0,0,0.00,0.00%,2022-04-08,0, --
business custom stickers,920582745556,7,0,0,0.00,0.00%,2022-04-08,0, --
eco poly bags,311909154875,2,0,0,0.00,0.00%,2022-04-08,0, --
custom mailer boxes,296653021330,3,0,0,0.00,0.00%,2022-04-08,0, --
custom shipping mailers,331078507421,1,0,0,0.00,0.00%,2022-04-08,0, --
biodegradable package,333860712404,5,0,0,0.00,0.00%,2022-04-08,0, --
eco friendly take out boxes,328029581754,1,0,0,0.00,0.00%,2022-04-09,0, --
chinese food box,332073835,1,0,0,0.00,0.00%,2022-04-09,0, --
stickers & labels,296683494605,9,1,1040000,1.00,11.11%,2022-04-09,0, --
brown take out bags,309824840520,1,0,0,0.00,0.00%,2022-04-10,0, --
promotional coffee cups,25594531,12,5,3670000,5.00,41.67%,2022-04-10,0, --
packing boxes near me,298046890463,2,1,1060000,1.00,50.00%,2022-04-15,0, --
bubble mailer envelopes,457204727,3,0,0,0.00,0.00%,2022-04-15,0, --
branded cups,51683201,8,0,0,0.00,0.00%,2022-04-16,0, --
personalised plastic cups,4703456130,1,0,0,0.00,0.00%,2022-04-16,0, --
branded coffee mug,295644649893,2,0,0,0.00,0.00%,2022-04-16,0, --
promotional lunch coolers,1089719531,4,0,0,0.00,0.00%,2022-04-16,0, --
custom lunch bags,488867579672,5,1,780000,1.00,20.00%,2022-04-16,0, --
take away containers,120761701,2,0,0,0.00,0.00%,2022-04-16,0, --
compostable plastic packaging,299202524128,13,1,1080000,1.00,7.69%,2022-04-16,0, --
branded coffee mugs,372541183,4,0,0,0.00,0.00%,2022-04-17,0, --
branded plastic cups,296643157891,3,0,0,0.00,0.00%,2022-04-17,0, --
custom lunch bags,488867579672,8,0,0,0.00,0.00%,2022-04-17,0, --
sticker printing services,296726405211,2,0,0,0.00,0.00%,2022-04-17,0, --
custom shipping boxes,297457519375,1,0,0,0.00,0.00%,2022-04-17,0, --
custom corrugated shipping boxes,298198939915,3,0,0,0.00,0.00%,2022-04-17,0, --
personalised cups,65344390,2,0,0,0.00,0.00%,2022-04-18,0, --
custom paper cups with logo,301206325896,1,0,0,0.00,0.00%,2022-04-18,0, --
paper food container,295501879133,3,0,0,0.00,0.00%,2022-04-18,0, --
custom made stickers for business,295234364140,3,0,0,0.00,0.00%,2022-04-18,0, --
custom bag packaging,13458883967,1,0,0,0.00,0.00%,2022-04-18,0, --
order plastic cups with logo,302561777481,1,0,0,0.00,0.00%,2022-04-19,0, --
promotional lunch coolers,1089719531,7,0,0,0.00,0.00%,2022-04-19,0, --
custom lunch bags,488867579672,2,0,0,0.00,0.00%,2022-04-19,0, --
take away containers,120761701,16,2,1690000,2.00,12.50%,2022-04-19,0, --
branded food containers,297856286595,37,0,0,0.00,0.00%,2022-04-19,0, --
custom printed packaging bags,320363852354,2,0,0,0.00,0.00%,2022-04-19,0, --
custom logo plastic cups,59238568,3,0,0,0.00,0.00%,2022-04-20,0, --
custom t shirt bags,709877789,1,0,0,0.00,0.00%,2022-04-20,0, --
take away containers,120761701,6,0,0,0.00,0.00%,2022-04-20,0, --
poly bags,10001670,12,1,940000,1.00,8.33%,2022-04-20,0, --
bubble wrap pouches,297254542441,1,0,0,0.00,0.00%,2022-04-20,0, --
custom compostable mailers,825780792706,1,0,0,0.00,0.00%,2022-04-20,0, --
personal mug,95235712,1,0,0,0.00,0.00%,2022-04-21,0, --
take away food packaging,651577233,8,0,0,0.00,0.00%,2022-04-21,0, --
make your own label,297966494156,1,0,0,0.00,0.00%,2022-04-21,0, --
label and sticker maker,305284946338,3,0,0,0.00,0.00%,2022-04-21,0, --
order custom cups,297953637490,3,1,830000,1.00,33.33%,2022-04-22,0, --
custom lunch tote,321765167510,1,0,0,0.00,0.00%,2022-04-22,0, --
custom t shirt bags,709877789,2,0,0,0.00,0.00%,2022-04-22,0, --
make your own label,297966494156,2,0,0,0.00,0.00%,2022-04-22,0, --
clear plastic packing bags,298189148581,10,1,1020000,1.00,10.00%,2022-04-22,0, --
biodegradable shipping bags,296293199909,1,0,0,0.00,0.00%,2022-04-22,0, --
take out paper bags,298139909217,1,0,0,0.00,0.00%,2022-04-23,0, --
custom clear plastic cups,305387047351,3,0,0,0.00,0.00%,2022-04-23,0, --
best label printer,32403456,2,0,0,0.00,0.00%,2022-04-23,0, --
printed tags,297395514385,8,0,0,0.00,0.00%,2022-04-23,0, --
label and sticker maker,305284946338,9,1,1010000,1.00,11.11%,2022-04-23,0, --
corrugated cardboard boxes for sale,336670889980,3,0,0,0.00,0.00%,2022-04-23,0, --
custom printed deli paper,351998513207,4,0,0,0.00,0.00%,2022-04-24,0, --
branded coffee mugs,372541183,3,0,0,0.00,0.00%,2022-04-24,0, --
take away box,1674350490,1,0,0,0.00,0.00%,2022-04-24,0, --
custom lunch bags,488867579672,3,0,0,0.00,0.00%,2022-04-24,0, --
take out food containers,113884443,13,1,810000,1.00,7.69%,2022-04-24,0, --
plastic takeaway containers,163114073,1,0,0,0.00,0.00%,2022-04-24,0, --
best label printer,32403456,2,0,0,0.00,0.00%,2022-04-24,0, --
custom made stickers for business,295234364140,1,0,0,0.00,0.00%,2022-04-24,0, --
biodegradable packing bags,380257686928,1,0,0,0.00,0.00%,2022-04-24,0, --
order custom boxes,5568015004,1,0,0,0.00,0.00%,2022-04-24,0, --
imprinted cups,19929596,1,0,0,0.00,0.00%,2022-04-25,0, --
branded plastic cups,296643157891,2,0,0,0.00,0.00%,2022-04-25,0, --
custom paper cups with logo,301206325896,2,0,0,0.00,0.00%,2022-04-25,0, --
custom printed disposable plastic cups,311482192732,1,0,0,0.00,0.00%,2022-04-25,0, --
promotional lunch coolers,1089719531,2,1,630000,1.00,50.00%,2022-04-25,0, --
take away food packaging,651577233,9,0,0,0.00,0.00%,2022-04-25,0, --
package supplies,165667344,49,3,2730000,3.00,6.12%,2022-04-25,0, --
packing boxes near me,298046890463,1,0,0,0.00,0.00%,2022-04-25,0, --
custom insulated bags,297547012953,5,1,900000,1.00,20.00%,2022-04-26,0, --
thermal tote,299979632765,5,0,0,0.00,0.00%,2022-04-26,0, --
poly mailers,20879122,6,0,0,0.00,0.00%,2022-04-26,0, --
personalised plastic cups,4703456130,6,0,0,0.00,0.00%,2022-04-27,0, --
order custom cups,297953637490,1,0,0,0.00,0.00%,2022-04-27,0, --
clear plastic packing bags,298189148581,6,0,0,0.00,0.00%,2022-04-27,0, --
packing boxes near me,298046890463,1,0,0,0.00,0.00%,2022-04-27,0, --
custom lunch tote,321765167510,1,0,0,0.00,0.00%,2022-04-28,0, --
plastic bag companies,298453206137,2,0,0,0.00,0.00%,2022-04-28,0, --
custom shipping boxes,297457519375,1,0,0,0.00,0.00%,2022-04-28,0, --
tamper evident packaging,21800276,1,0,0,0.00,0.00%,2022-04-29,0, --
custom logo plastic cups,59238568,1,1,600000,1.00,100.00%,2022-04-29,0, --
custom bag packaging,13458883967,2,0,0,0.00,0.00%,2022-04-29,0, --
clear plastic packing bags,298189148581,9,1,1040000,1.00,11.11%,2022-04-29,0, --
order custom boxes,5568015004,1,0,0,0.00,0.00%,2022-04-29,0, --
personalised cups,65344390,3,0,0,0.00,0.00%,2022-04-30,0, --
buy shipping supplies,296084210320,3,0,0,0.00,0.00%,2022-04-30,0, --
branded coffee mug,295644649893,6,0,0,0.00,0.00%,2022-04-01,0, --
cups printed with logo,299141445796,3,0,0,0.00,0.00%,2022-04-01,0, --
custom paper cups with logo,301206325896,4,0,0,0.00,0.00%,2022-04-01,0, --
